route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order
SS:CW,SS,CW,Free South City Shuttle - Blue,"Clockwise route starting at SSF BART station bay 6 through Hillside Blvd, Linden Ave, Grand Ave, Downtown South San Francisco, West Orange Library and El Camino Real.",3,,293adb,293adb,0
SA:SMART,SA,SMART,Main Line,Sonoma County Airport to Larkspur,2,,4d6d51,,0
3D:379,3D,379,Antioch BART / Kaiser Deer Valley,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=379,A0FFFF,FFFFFF,0
3D:388,3D,388,Pittsburg BART / Kaiser Deer Valley,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=388,5080A3,FFFFFF,0
3D:201,3D,201,Pittsburg / Concord BART,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=201,002580,FFFFFF,0
3D:394,3D,394,Weekend BART / Antioch,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=394,F3DF80,FFFFFF,0
3D:300,3D,300,Brentwood Park & Ride / Pittsburg Bay Point BART,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=300,800080,FFFFFF,0
3D:387,3D,387,Pittsburg BART / Antioch,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=387,D1ACDC,FFFFFF,0
3D:390,3D,390,Antioch BART / Pittsburg Bay Point BART,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=390,800000,FFFFFF,0
3D:393,3D,393,Weekend BART / Brentwood,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=393,6BB717,FFFFFF,0
3D:383,3D,383,Antioch / Oakley,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=383,DC006E,FFFFFF,0
3D:391,3D,391,Pittsburg BART / Brentwood,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=391,DA8E0F,FFFFFF,0
3D:395,3D,395,Weekend Antioch / Brentwood,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=395,451472,FFFFFF,0
3D:389,3D,389,Pittsburg BART / Bay Point,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=389,C3823B,FFFFFF,0
3D:200,3D,200,Martinez / Pittsburg,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=200,C09600,FFFFFF,0
3D:385,3D,385,Antioch / Brentwood,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=385,00A8A8,FFFFFF,0
3D:392,3D,392,Weekend BART / Antioch,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=392,C02000,FFFFFF,0
3D:380,3D,380,Pittsburg Bay Point BART/ Antioch,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=380,008000,FFFFFF,0
3D:381,3D,381,Los Medanos College / Pittsburg Marina,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=381,0080FF,FFFFFF,0
3D:384,3D,384,Antioch BART / Brentwood Park & Ride,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=384,878787,FFFFFF,0
3D:396,3D,396,Bay Point / Kaiser,,3,http://12.155.17.20/RTT/Public/Schedule.aspx?RouteNo=396,A8C73E,FFFFFF,0
SB:South SF - Ala - Oak,SB,South SF - Ala - Oak,South SF - Oakland - Alameda,,4,,c60bb6,ffffff,0
SB:South SF - HB,SB,South SF - HB,South San Francisco - Harbor Bay,,4,,d63956,ffffff,0
SB:Vallejo - SF,SB,Vallejo - SF,Vallejo - San Francisco,,4,,008e9d,ffffff,0
SB:HB - SF,SB,HB - SF,Harbor Bay - San Francisco Ferry Building,,4,,d63956,000000,0
SB:SF - Ala - Oak,SB,SF - Ala - Oak,San Francisco - Alameda via Oakland,,4,,ec7501,,0
SB:South SF - Oak - Ala,SB,South SF - Oak - Ala,South SF - Alameda via Oakland,,4,,c60bb6,000000,0
SB:SF - Oak - Ala,SB,SF - Oak - Ala,San Francisco - Oakland via Alameda,,4,,ec7501,000000,0
SB:Rich - SF,SB,Rich - SF,Richmond - San Francisco,,4,,007e12,ffffff,0
SI:Blue Line,SI,Blue Line,SFO AirTrain Blue Line,"The Blue Line connects the Rental Car Center with all terminals, terminal garages and the BART Station.",0,https://www.flysfo.com/to-from/getting-around-sfo,0000ff,ffffff,0
SI:Red Line,SI,Red Line,SFO AirTrain Red Line,"The Red Line connects all terminals, terminal garages and the BART Station.",0,https://www.flysfo.com/to-from/getting-around-sfo,ff0000,ffffff,0
SI:Long Term Parking,SI,Long Term Parking,Long Term Parking Shuttle Bus,The Long Term Parking shuttle bus serves the Lot DD long-term parking lot and Long-Term Parking Garage and all terminals. Designated priority loading zones at each terminal are found on the upper level.,3,http://www.flysfo.com/to-from/parking/long-term,,,0
SI:BART,SI,BART,SFO BART Replacement Shuttle Bus,"During the COVID-19 related BART service reductions, the SFO BART Replacement Shuttle Bus provides replacement service between the International Terminal and Balboa Park, Mission/Silver, the Salesforce Transit Center, and 19th Street/Oakland.",3,https://www.flysfo.com/important-travel-information-regarding-covid-19-novel-corona-virus/ground-transportation-updates,,,0
SI:West Field Garage,SI,West Field Garage,West Field Garage Shuttle Bus,The West Field Garage shuttle bus serves the West Field employee parking garage and the ground level of all terminals.,3,,,,0
SI:Lot D,SI,Lot D,Parking Lot D Shuttle Bus,"The Parking Lot D shuttle bus serves the Lot D employee parking lot, the long-term parking overflow lot, and all terminals. Designated priority loading zones at each terminal are found on the upper level.",3,,,,0
SI:Ferry Dock,SI,Ferry Dock,Ferry Dock Shuttle Bus,"The Ferry Dock shuttle bus serves the Oyster Point Ferry Dock in South San Francisco, the West Field cargo area, and the International Terminal. A designated loading zone is found adjacent to Courtyard G.",3,,,,0
FS:3,FS,3,FTC/Solano Town Center/Walmart,,3,http://www.fasttransit.org/schedules-maps/fixed-local-routes/route-3//,aa3942,ffffff,0
FS:BLUE,FS,BLUE,PH BART/FTC/Vacaville/Dixon/Davis/Sac,Service between Pleasant Hill BART and Sacramento.,3,,165ba2,ffffff,0
FS:GX,FS,GX,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,,3,,05bb5e,,0
FS:1,FS,1,FTC/Walmart,,3,http://www.fasttransit.org/schedules-maps/fixed-local-routes/route-1/,5587b3,ffffff,0
FS:8,FS,8,Cordelia Library/Oakbrook Dr,,3,http://www.fasttransit.org/schedules-maps/fixed-local-routes/route-8/,75488a,ffffff,0
FS:7,FS,7,FTC/Solano College/Cordelia Library,,3,http://www.fasttransit.org/schedules-maps/fixed-local-routes/route-7/,c06b3f,ffffff,0
FS:4,FS,4,Smart & Final/Travis Air Force Base,,3,http://www.fasttransit.org/schedules-maps/fixed-local-routes/route-4/,353983,ffffff,0
FS:5,FS,5,FTC/Suisun Senior Center,,3,http://www.fasttransit.org/schedules-maps/fixed-local-routes/route-5//,50733e,ffffff,0
FS:6,FS,6,Solano Town Ctr/Suisun Senior Ctr/Lawler Ranch,,3,http://www.fasttransit.org/schedules-maps/fixed-local-routes/route-6/,2b579a,ffffff,0
FS:2,FS,2,Solano Town Ctr/FF Vacaville Train Station,,3,http://www.fasttransit.org/schedules-maps/fixed-local-routes/route-2/,749e4a,ffffff,0
TD:Berk - P52 - P1.5,TD,Berk - P52 - P1.5,Berkeley - Pier 52 - Pier 1.5,,4,https://www.tidelinetickets.com/commute,1e22aa,ffffff,0
TD:Berk-SF,TD,Berk-SF,Berkeley - San Francisco,,4,https://tidelinetickets.com/commuter-shuttle/berkeley/,1e22aa,ffffff,0
SO:28,SO,28,"Guerneville, Monte Rio, Occidental",,3,http://www.sctransit.com/maps-schedules/route-28/,522e92,ffffff,0
SO:30,SO,30,"Santa Rosa, Kenwood, Glen Ellen, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-30/,007363,ffffff,0
SO:66,SO,66,Windsor Shuttle,,3,http://www.sctransit.com/maps-schedules/route-66/,febe10,000000,0
SO:20,SO,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-20/,8f6d5d,ffffff,0
SO:34,SO,34,"Santa Rosa, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-34/,ed1163,ffffff,0
SO:48X,SO,48X,"Santa Rosa, Rohnert Park, Cotati, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,006fba,ffffff,0
SO:14,SO,14,Northern Rohnert Park,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,aa0072,ffffff,0
SO:32,SO,32,Sonoma Valley,,3,http://www.sctransit.com/maps-schedules/route-32/,771473,ffffff,0
SO:62,SO,62,"County Airport, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-62/,27004b,ffffff,0
SO:60,SO,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-60/,9e489b,ffffff,0
SO:20X,SO,20X,"Russian River Area, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-20/,8f6d5d,ffffff,0
SO:60X,SO,60X,"Cloverdale, Healdsburg, Windsor, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-60/,9e489b,ffffff,0
SO:67,SO,67,Healdsburg Shuttle,,3,http://sctransit.com/maps-schedules/route-67/,009848,ffffff,0
SO:68,SO,68,Cloverdale Shuttle,,3,http://www.sctransit.com/maps-schedules/route-68/,0d96d4,ffffff,0
SO:24,SO,24,Sebastopol Shuttle,,3,http://www.sctransit.com/maps-schedules/route-24/,da1f3d,ffffff,0
SO:40,SO,40,"Sonoma, Petaluma",,3,http://sctransit.com/maps-schedules/route-40-route-53/,f26522,ffffff,0
SO:48,SO,48,"Santa Rosa, Rohnert Park, Cotati, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,006fba,ffffff,0
SO:12,SO,12,Northern Rohnert Park,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,24338a,ffffff,0
SO:10,SO,10,"Cotati, Rohnert Park, Sonoma State University",,3,http://www.sctransit.com/maps-schedules/route-10/,67686b,ffffff,0
SO:30X,SO,30X,"Santa Rosa, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-30/,007363,ffffff,0
SO:42,SO,42,"Santa Rosa, Industry West Business Park",,3,http://www.sctransit.com/maps-schedules/route-42/,ec008c,ffffff,0
SO:44X,SO,44X,"Santa Rosa, Rohnert Park, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,747500,ffffff,0
SO:44,SO,44,"Santa Rosa, Rohnert Park, SSU, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,747500,ffffff,0
ST:7B,ST,7B,Counterclockwise,,3,,004D91,FFFFFF,0
ST:Y,ST,Y,Yellow Line,,3,,ffb81f,FFFFFF,0
ST:82,ST,82,SF Express,,3,,b87786,ffffff,0
ST:R,ST,R,Red Line,,3,,D63029,FFFFFF,0
ST:7A,ST,7A,Clockwise,,3,,004D91,FFFFFF,0
ST:1,ST,1,Rancho Square,,3,,592E91,FFFFFF,0
ST:2,ST,2,Crest,,3,,B72775,FFFFFF,0
ST:3,ST,3,South Vallejo,,3,,50A140,FFFFFF,0
ST:4,ST,4,Tuolumne,,3,,00A6CE,FFFFFF,0
ST:5,ST,5,Six Flags,,3,,F47B20,FFFFFF,0
ST:6,ST,6,Tennessee,,3,,666EB3,FFFFFF,0
ST:8,ST,8,Glen Cove,,3,,009577,FFFFFF,0
RV:50,RV,50,,,3,,ccd7e8,000000,0
RV:52,RV,52,,,3,,e9caca,000000,0
MA:23X,MA,23X,Canal - Fairfax Manor,via San Rafael/Fairfax,3,http://marintransit.org/routes/23x,53A946,FFFFFF,0
MA:71,MA,71,Novato - Marin City,via San Rafael/Hwy 101,3,http://marintransit.org/routes/71,53A946,FFFFFF,0
MA:66,MA,66,Muir Woods - Sausalito,,3,http://marintransit.org/routes/66,BA8656,FFFFFF,0
MA:35,MA,35,Canal - Novato,via San Rafael/Civic Center/Northgate,3,http://marintransit.org/routes/35,53A946,FFFFFF,0
MA:61M,MA,61M,Sausalito - Bolinas,via Marin City/Mt. Tam/Stinson Beach,3,http://marintransit.org/routes/61-61m,3161AB,FFFFFF,0
MA:17X,MA,17X,Downtown San Rafael - Sausalito,via Strawberry/Mill Valley,3,http://marintransit.org/routes/17-17x,53A946,FFFFFF,0
MA:49,MA,49,Downtown San Rafael - Novato,via Northgate/Hamilton,3,http://marintransit.org/routes/49,53A946,FFFFFF,0
MA:71X,MA,71X,Novato - Sausalito,via Marin City/San Rafael/Hwy 101,3,http://marintransit.org/routes/71x,53A946,FFFFFF,0
MA:171,MA,171,Novato - Marin City,via San Rafael,3,http://marintransit.org/routes/171,F89838,FFFFFF,0
MA:29,MA,29,Canal - Marin Health,via Larkspur Landing/COM,3,http://marintransit.org/routes/29,53A946,FFFFFF,0
MA:135,MA,135,San Rafael (Canal - Downtown),via San Rafael,3,http://marintransit.org/routes/135,F89838,FFFFFF,0
MA:151,MA,151,Hamilton - San Marin HS,via Ignacio/San Jose MS,3,http://marintransit.org/routes/151,F89838,FFFFFF,0
MA:122,MA,122,Downtown San Rafael - College of Marin,via San Rafael/San Anselmo,3,http://marintransit.org/routes/122,F89838,FFFFFF,0
MA:17,MA,17,Downtown San Rafael - Sausalito,via Strawberry/Mill Valley,3,http://marintransit.org/routes/17-17x,53A946,FFFFFF,0
MA:23,MA,23,Canal -  Downtown Fairfax,via San Rafael/San Anselmo,3,http://marintransit.org/routes/23,53A946,FFFFFF,0
MA:36,MA,36,Canal - Marin City,via San Rafael/Hwy 101,3,http://marintransit.org/routes/36,53A946,FFFFFF,0
MA:22,MA,22,Downtown San Rafael - Marin City,via San Anselmo/COM/Larkspur,3,http://marintransit.org/routes/22,53A946,FFFFFF,0
MA:115,MA,115,Marin City - Strawberry,via Willow Creek/Marin City/Tam HS,3,http://marintransit.org/routes/115,F89838,FFFFFF,0
MA:233,MA,233,San Rafael (Downtown - Santa Venetia),via Civic Center,3,http://marintransit.org/routes/233,A5C73C,FFFFFF,0
MA:61,MA,61,Sausalito - Bolinas,via Marin City/Mt. Tam/Stinson Beach,3,http://marintransit.org/routes/61-61m,3161AB,FFFFFF,0
MA:68,MA,68,Downtown San Rafael - Inverness,via Manor/Lagunitas/Pt. Reyes,3,http://marintransit.org/routes/68,3161AB,FFFFFF,0
MA:117,MA,117,Downtown San Rafael - Marin City,via Mill Valley,3,http://marintransit.org/routes/117,F89838,FFFFFF,0
MA:119,MA,119,Tiburon - Redwood HS,via Belvedere,3,http://marintransit.org/routes/119,F89838,FFFFFF,0
MA:139,MA,139,Lucas Valley - Terra Linda HS,via Marinwood,3,http://marintransit.org/routes/139,F89838,FFFFFF,0
MA:154,MA,154,Olive - Novato,via San Marin HS/Sinaloa MS,3,http://marintransit.org/routes/154,F89838,FFFFFF,0
MA:113,MA,113,Paradise Cay - Redwood HS,via Corte Madera,3,http://marintransit.org/routes/113,F89838,FFFFFF,0
MA:228,MA,228,Downtown San Rafael - Fairfax Manor,via Larkspur Landing/COM/Fairfax,3,http://marintransit.org/routes/228,A5C73C,FFFFFF,0
MA:145,MA,145,San Rafael (Downtown - Terra Linda HS),via Civic Center,3,http://marintransit.org/routes/145,F89838,FFFFFF,0
MA:125,MA,125,Lagunitas - Sir Francis Drake HS - San Rafael,via Fairfax/Sir Francis Drake HS,3,http://marintransit.org/routes/125,F89838,FFFFFF,0
MA:245,MA,245,San Rafael (Downtown - Smith Ranch Road),via Kaiser,3,http://marintransit.org/routes/245,A5C73C,FFFFFF,0
MA:251,MA,251,Novato (Hamilton - San Marin),via Indian Valley/Vintage Oaks,3,http://marintransit.org/routes/251,A5C73C,FFFFFF,0
MA:219,MA,219,Tiburon - Strawberry,via Seminary,3,http://marintransit.org/routes/219,A5C73C,FFFFFF,0
MA:257,MA,257,San Rafael - Novato (Ignacio),via Kaiser/Hamilton,3,http://marintransit.org/routes/257,A5C73C,FFFFFF,0
MA:149,MA,149,Hamilton - Downtown Novato,via South Novato Blvd,3,http://marintransit.org/routes/149,F89838,FFFFFF,0
WH:1,WH,1,Santa Rita Jail,,3,,8000FF,FFFFFF,0
WH:54,WH,54,Hacienda,,3,,663300,FFFFFF,0
WH:8,WH,8,Hopyard,,3,,CC0066,FFFFFF,0
WH:14,WH,14,Pleasanton - Livermore via Outlets,,3,,800080,FFFFFF,0
WH:53,WH,53,Stoneridge,,3,,3366CC,FFFFFF,0
WH:15,WH,15,Springtown,,3,,004080,FFFFFF,0
WH:3,WH,3,Stoneridge,,3,,3399FF,FFFFFF,0
WH:30R,WH,30R,Dublin - Livermore via College,,3,,00CC00,FFFFFF,0
WH:10R,WH,10R,Pleasanton - Livermore via Stanley,,3,,FF0000,FFFFFF,0
VC:1,VC,1,Route 1,,3,,ff0000,ffffff,0
VC:2,VC,2,Route 2,,3,,c45911,ffffff,0
VC:3,VC,3,Route 3,,3,,ff00ff,ffffff,0
VC:4,VC,4,Route 4,,3,,00b050,ffffff,0
VC:5,VC,5,Route 5,,3,,0070c0,ffffff,0
VC:6,VC,6,Route 6,,3,,663300,ffffff,0
DE:DB1,DE,DB1,Dumbarton Exp. - Research Park,,3,,,,0
DE:DB,DE,DB,Dumbarton Exp. - Palo Alto,,3,,,,0
BA:YL-S,BA,YL-S,Antioch to SFIA/Millbrae,,2,http://www.bart.gov/schedules/bylineresults?route=1,FFFF33,,0
BA:GN-S,BA,GN-S,Berryessa/North San Jose to Daly City,,2,http://www.bart.gov/schedules/bylineresults?route=5,339933,,0
BA:YL-N,BA,YL-N,Millbrae/SFIA to Antioch,,2,http://www.bart.gov/schedules/bylineresults?route=2,FFFF33,,0
BA:OR-N,BA,OR-N,Berryessa/North San Jose to Richmond,,2,http://www.bart.gov/schedules/bylineresults?route=3,FF9933,,0
BA:OR-S,BA,OR-S,Richmond to Berryessa/North San Jose,,2,http://www.bart.gov/schedules/bylineresults?route=4,FF9933,,0
BA:GN-N,BA,GN-N,Daly City to Berryessa/North San Jose,,2,http://www.bart.gov/schedules/bylineresults?route=6,339933,,0
BA:RD-S,BA,RD-S,Richmond to Daly City/Millbrae,,2,http://www.bart.gov/schedules/bylineresults?route=7,FF0000,,0
BA:RD-N,BA,RD-N,Millbrae/Daly City to Richmond,,2,http://www.bart.gov/schedules/bylineresults?route=8,FF0000,,0
BA:BL-S,BA,BL-S,Dublin/Pleasanton to Daly City,,2,http://www.bart.gov/schedules/bylineresults?route=11,0099CC,,0
BA:BL-N,BA,BL-N,Daly City to Dublin/Pleasanton,,2,http://www.bart.gov/schedules/bylineresults?route=12,0099CC,,0
BA:PR-N,BA,PR-N,Millbrae to San Francisco International Airport,,2,http://www.bart.gov/schedules/bylineresults?route=13,C463C5,,0
BA:PR-S,BA,PR-S,San Francisco International Airport to Millbrae,,2,http://www.bart.gov/schedules/bylineresults?route=14,C463C5,,0
BA:BG-N,BA,BG-N,Oakland Airport to Coliseum,,2,http://www.bart.gov/schedules/bylineresults?route=19,D5CFA3,,0
BA:BG-S,BA,BG-S,Coliseum to Oakland Airport,,2,http://www.bart.gov/schedules/bylineresults?route=20,D5CFA3,,0
WC:11,WC,11,Crockett - Rodeo - Hercules,,3,http://www.westcat.org/schedules/route11cs.html,916085,ffffff,0
WC:JL,WC,JL,Hercules Transit Center - Pinole - Richmond - BART,,3,http://www.westcat.org/schedules/routeJcs.html,ce413d,000000,0
WC:16,WC,16,Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center,,3,http://www.westcat.org/schedules/route16cs.html,6c8fb8,000000,0
WC:30Z,WC,30Z,Hercules Transit Center - Martinez,,3,http://www.westcat.org/schedules/route30Zcs.html,426656,ffffff,0
WC:JX,WC,JX,Hercules Transit Center - El Cerrito del Norte BART,,3,http://www.westcat.org/schedules/routeJPXcs.html,ce413d,000000,0
WC:18,WC,18,Tara Hills - Richmond Parkway Transit Center - Hilltop Mall,,3,http://www.westcat.org/schedules/route18cs.html,4badad,ffffff,0
